Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
Pregão | 90001/2024;15;616125 - GABINETE JATEAMENTO AREIA;GABINETE JATEAMENTO AREIA, TIPO COM SISTEMA DE EXAUSTÃO, COMPONENTES LUMINÁRIA, VISOR, LUVAS, MANGAS, FILTRO, PISTOLA J, LARGURA 900 MM, PROFUNDIDADE 750 MM, ALTURA 700 MM, APLICAÇÃO JATEAMENTO, CARACTERÍSTICAS ADICIONAIS COLETOR DE PÓ TIPO CARTUCHO E LIMPEZA AUTOMÁTICA;24/04/2024;23/04/2025;160224 - PQ R MNT/5;1.00000;03.259.222/0001-11 - NORBLAST COMERCIO DE MAQUINAS, PECAS E SERVICOS LTDA -;22000.00;1.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062501/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 00009/2023;1;3573 - MANUTENÇÃO DE VEÍCULOS PESADOS;Serviço de recuperação completa da caixa de transferência utilizada do conjunt o de força do M113 BR, de acordo com a NBR 15760-2 ABNT Veículos Rodoviários A utomotores Manutenção em Sistema de Transmissão Parte 2: Caixa de Mudanças Aut omática.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;30.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;22890.00;30.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010078/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Pregão | 00009/2023;2;3573 - MANUTENÇÃO DE VEÍCULOS PESADOS;Recuperação completa do radiador da viatura M109.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;20.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;5114.72;10.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010079/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Pregão | 00009/2023;3;3573 - MANUTENÇÃO DE VEÍCULOS PESADOS;Recuperação completa do radiador da viatura M992.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;20.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;5114.72;20.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010080/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Pregão | 00009/2023;5;2372 - MANUTENÇÃO DE PONTES E PÓRTICOS ROLANTES;Serviço de manutenção de ponte rolante de 30 toneladas.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;2.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;64595.58;1.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010081/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Pregão | 00009/2023;7;3573 - MANUTENÇÃO DE VEÍCULOS PESADOS;Recuperação completa do radiador da viatura M577 A2.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;20.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;4954.40;20.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010082/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Pregão | 00009/2023;8;19402 - MANUTENÇÃO EMPILHADEIRA / PALETEIRA;Serviço de recuperação de empilhadeira 2,5 Ton com troca obrigatória das segui ntes peças: cremalheira volante motor, motor de partida, bateria 60 mp, mangue ira superior do radiador.;28/03/2024;27/03/2025;160224 - PQ R MNT/5;2.00000;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2474.13;0.00000;https://contratos.sistema.gov.br/transparencia/compras/508243/itens/5010083/show;Pregão;00009;2023;160224;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção corretiva para viaturas blindadas e equipamentos de linha de produção de oficinas de manutenção Classe IX do Pq R Mnt/5.;UNIDADE
Dispensa | 00046/2023;1;372452 - CONJUNTO HIGIENE;CONJUNTO DE BANHO, USO INFANTIL, COMPOSIÇÃO ESCOVA DENTAL, CREME DENTAL, FIODENTAL, TIPO EMBALAGEM CONFORME MODELO DO ÓRGÃO;-;-;160224 - PQ R MNT/5;250.00000;38.730.498/0001-10 - NBR DIGITAL INOVACOES LTDA;5.85;0.00000;https://contratos.sistema.gov.br/transparencia/compras/491051/itens/4809840/show;Dispensa;00046;2023;160224;;
Dispensa | 00046/2023;2;419949 - MODELO ANATÔMICO PARA FINS DIDÁTICOS;MODELO ANATÔMICO PARA FINS DIDÁTICOS, TAMANHO CERCA DE 8 X 8 X 10 CM,FINALIDADE MATERIAL EDUCATIVO ODONTOLÓGICO, TIPO MACRO ARCADA (SUPERIOR EINFERIOR) E ARTICULADOR, APLICAÇÃO TREINAMENTO HIGIENE DENTAL, CARACTERÍSTICASADICIONAIS POSIÇÃO: OCLUSÃO TIPO I, II, III E MORDIDA CRUZAD A;-;-;160224 - PQ R MNT/5;1.00000;51.485.752/0001-20 - 51.485.752 JOSE RIBEIRO AMORIM;524.70;0.00000;https://contratos.sistema.gov.br/transparencia/compras/491051/itens/4809841/show;Dispensa;00046;2023;160224;;
Dispensa | 00046/2023;3;465498 - MODELO ANATÔMICO PARA FINS DIDÁTICOS;MODELO ANATÔMICO PARA FINS DIDÁTICOS, TAMANHO 25 CM, FINALIDADE MATERIALEDUCATIVO ODONTOLÓGICO, TIPO BICHO DE PELÚCIA COM ARCADA DENTÁRIA, APLICAÇÃOPARA FINS DIDÁTICOS, CARACTERÍSTICAS ADICIONAIS COM 20 DENTES SENDO 10SUPERIORES E 10 INFERIORES;-;-;160224 - PQ R MNT/5;1.00000;11.088.993/0001-11 - TATA COMERCIO DE EQUIPAMENTOS PARA SAUDE, ODONTO-MEDICO LTDA.;230.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/491051/itens/4809842/show;Dispensa;00046;2023;160224;;
Pregão | 00011/2023;1;480064 - CARREGADOR BATERIA;CARREGADOR BATERIA, TIPO AUTOMOTIVA, TENSÃO ALIMENTAÇÃO 127 A 220 VCA, CARACTERÍSTICAS ADICIONAIS COM DISPLAY DIGITAL, AJUSTE DE TENSÃO E CORRENTE, APLICAÇÃO VIATURAS BLINDADAS, TENSÃO SAÍDA 25 A 28,8 VCC V, CORRENTE SAÍDA 70 A, POTÊNCIA 750 W, TENSÃO BATERIA 24 V;21/11/2023;20/11/2024;160224 - PQ R MNT/5;54.00000;42.810.782/0001-74 - MAX QUALITY COMERCIO LTDA;754.95;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4643098/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;2;252009 - QUADRO ELÉTRICO;QUADRO ELÉTRICO, MATERIAL CHAPA AÇO, ALTURA 400 MM, LARGURA 300 MM, PROFUNDIDADE 200 MM, APLICAÇÃO COMANDO;14/11/2023;13/11/2024;160224 - PQ R MNT/5;54.00000;97.456.636/0001-84 - REALLUZ - COMERCIO DE MATERIAIS ELETRICOS LTDA;155.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620518/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;3;396588 - DISJUNTOR MÉDIA TENSÃO;DISJUNTOR MÉDIA TENSÃO, ACIONAMENTO ALAVANCA, FUNCIONAMENTO TERMOMAGNÉTICO, CAPACIDADE INTERRUPÇÃO SIMÉTRICA 3 KA, CLASSE TENSÃO 440 V, NORMAS TÉCNICAS NBRNM 60898:2004, CORRENTE NOMINAL 20 A;14/11/2023;13/11/2024;160224 - PQ R MNT/5;54.00000;97.456.636/0001-84 - REALLUZ - COMERCIO DE MATERIAIS ELETRICOS LTDA;15.14;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620519/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;4;486557 - ISOLADOR EPOXI;ISOLADOR EPOXI, TIPO/ MODELO MNS, TAMANHO DA ROSCA 1/4 POL, DIMENSÕES 25 X 30 MM, COR LARANJA, APLICAÇÃO PAINÉS ELÉTRICOS OU MANTER A ISOLAçãO ELÉTRICA;14/11/2023;13/11/2024;160224 - PQ R MNT/5;220.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;8.70;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620520/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;5;261405 - TRILHO PARA CONECTOR;TRILHO PARA CONECTOR, MATERIAL METÁLICO, COMPRIMENTO 2 M, APLICAÇÃO MANUTENÇÃO ELÉTRICA, TIPO SAK, MODELO TS35;14/11/2023;13/11/2024;160224 - PQ R MNT/5;120.00000;43.081.244/0001-59 - ALLUME SERVICOS E COMERCIO LTDA;28.70;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620521/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;6;409826 - TERMINAL CABO;TERMINAL CABO, MATERIAL COBRE ESTANHADO, TIPO ILHÓS PRÉ-ISOLADO, COR VERMELHA, SEÇÃO NOMINAL CONDUTOR 10 MM2, LINGUETA PINO TUBULAR, MATERIAL ISOLAMENTO POLIPROPILENO, REFERÊNCIA FABRICANTE INTELLI TI-10;14/11/2023;13/11/2024;160224 - PQ R MNT/5;1500.00000;97.456.636/0001-84 - REALLUZ - COMERCIO DE MATERIAIS ELETRICOS LTDA;0.68;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620522/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;7;226874 - CONECTOR ELÉTRICO;CONECTOR ELÉTRICO, MATERIAL ISOLANTE BAQUELITE, VOLTAGEM 600 V, QUANTIDADE BORNE 1 A 12, COR PRETA, AMPERAGEM 25 A;14/11/2023;13/11/2024;160224 - PQ R MNT/5;54.00000;11.088.488/0001-77 - REOBOT COMERCIO E SERVICOS LTDA;42.94;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620523/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;8;458558 - CONECTOR ADAPTAÇÃO TERMINAL;CONECTOR ADAPTAÇÃO TERMINAL, MATERIAL COBRE ELETROLÍTICO, TRATAMENTO SUPERFICIAL ESTANHADO, TIPO FIXAÇÃO POR COMPRESSÃO, CARACTERÍSTICA CONDUTOR CABO 10 MM2, CARACTERÍSTICAS ADICIONAIS PRÉ ISOLADO, ALTA CONDUTIBILIDADE ELÉTRICA, TIPO TERMINAL OLHAL, TIPO ISOLAÇÃO POLIPROPILENO COR VERMELHO;14/11/2023;13/11/2024;160224 - PQ R MNT/5;240.00000;43.081.244/0001-59 - ALLUME SERVICOS E COMERCIO LTDA;1.48;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620524/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;9;458560 - CONECTOR ADAPTAÇÃO TERMINAL;CONECTOR ADAPTAÇÃO TERMINAL, MATERIAL COBRE ELETROLÍTICO, TRATAMENTO SUPERFICIAL ESTANHADO, TIPO FIXAÇÃO POR COMPRESSÃO, CARACTERÍSTICA CONDUTOR CABO 1,5MM2-2,5MM2 (16-14 AWG), CARACTERÍSTICAS ADICIONAIS PRÉ ISOLADO, ALTA CONDUTIBILIDADE ELÉTRICA, TIPO TERMINAL OLHAL, TIPO ISOLAÇÃO PVC RÍGIDO AZUL;14/11/2023;13/11/2024;160224 - PQ R MNT/5;240.00000;43.081.244/0001-59 - ALLUME SERVICOS E COMERCIO LTDA;0.34;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620525/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;10;486556 - ISOLADOR EPOXI;ISOLADOR EPOXI, TIPO/ MODELO PARALELO, TAMANHO DA ROSCA 1/4 POL, DIMENSÕES 16 X 20 MM, APLICAÇÃO PAINÉS ELÉTRICOS OU MANTER A ISOLAçãO ELÉTRICA;14/11/2023;13/11/2024;160224 - PQ R MNT/5;120.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;8.60;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620526/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;13;486550 - PRENSA-CABO;PRENSA-CABO, MATERIAL ALUMÍNIO, DIÂMETRO CABO 28 A 31 MM, CARACTERÍSTICAS ADICIONAIS PARA CABO ARMADO, COR CINZA, APLICAÇÃO APLICADOS PRINCIPALMENTE EM LAçOS COM CABOS DE Aç O;14/11/2023;13/11/2024;160224 - PQ R MNT/5;120.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;36.50;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620527/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;21;455282 - CHAVE ELÉTRICA ROTATIVA;"CHAVE ELÉTRICA ROTATIVA, CARACTERÍSTICAS ADICIONAIS 22MM; CONTATOS 2NA, TIPO SELETORA, ACIONAMENTO MANUAL, QUANTIDADE POSIÇÕES 3";14/11/2023;13/11/2024;160224 - PQ R MNT/5;54.00000;33.658.130/0001-75 - FIEL COMERCIAL E SERVICOS LTDA;605.27;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620528/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;22;486535 - TALHA MANUAL;TALHA MANUAL, CAPACIDADE MANUAL 500 KG, ALTURA ELEVAÇÃO 5 M, PESO TOTAL 19 KG, FORÇA ACIONAMENTO 15 KG;14/11/2023;13/11/2024;160224 - PQ R MNT/5;54.00000;41.367.655/0001-80 - GR4 COMERCIO E IMPORTACAO LTDA;390.50;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620529/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;23;486565 - ALICATE COMPRESSÃO HIDRÁULICO;ALICATE COMPRESSÃO HIDRÁULICO, MATERIAL AÇO, MATERIAL CABO AÇO EMBORRACHADO, FORÇA APLICAÇÃO 10 T, CARACTERÍSTICAS ADICIONAIS CRIMPAGEM HEXAGONAL DE CONECTOR DE 8MM ATÉ 31 MM;14/11/2023;13/11/2024;160224 - PQ R MNT/5;2.00000;35.236.131/0001-57 - GGV COMERCIAL LTDA;571.53;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620530/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;24;260851 - CONJUNTO FERRAMENTAS;CONJUNTO FERRAMENTAS, COMPONENTES CORTADOR,DESENCAPADOR E ALICATE DE PRESSÃO, APLICAÇÃO INSTALAÇÃO DE REDES, REPARO E MANUTENÇÃO GERAL;14/11/2023;13/11/2024;160224 - PQ R MNT/5;3.00000;35.236.131/0001-57 - GGV COMERCIAL LTDA;141.57;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620531/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;25;486577 - EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS;EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS, VOLTAGEM 110/220 V, PADRÃO ELÉTRICO E MANUAL, CARACTERÍSTICAS ADICIONAIS 2 COMPONENTES: 01 PISTOLA, 02 BOCAL, 03 FILTROS,04, POTÊNCIA 128 W, USO 1 COM CONECTIVIDADE BLUETOOTH, TIPO 2 ESTAÇÃO DESSOLDADORA;14/11/2023;13/11/2024;160224 - PQ R MNT/5;3.00000;11.088.488/0001-77 - REOBOT COMERCIO E SERVICOS LTDA;907.45;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620532/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;26;440083 - CADINHO SOLDAGEM;CADINHO SOLDAGEM, MATERIAL CARBETO DE SILÍCIO, DIMENSÕES 400 X 280 X 520 MM;14/11/2023;13/11/2024;160224 - PQ R MNT/5;3.00000;11.088.488/0001-77 - REOBOT COMERCIO E SERVICOS LTDA;299.38;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620533/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;27;486558 - FERRO DE SOLDAR;FERRO DE SOLDAR, POTÊNCIA 320 W, TENSÃO 220 V, APLICAÇÃO SOLDA EM CONTATOS ELETRÔNICOS, FORMATO PONTA MACHADINHA, TIPO PONTA REMOVÍVEL, MATERIAL PONTA COBRE, TEMPERATURA MÁXIMA 550 °C, CARACTERÍSTICAS ADICIONAIS COM SUPORTE PARA DESCANSO;14/11/2023;13/11/2024;160224 - PQ R MNT/5;5.00000;11.088.488/0001-77 - REOBOT COMERCIO E SERVICOS LTDA;295.53;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620534/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;28;313274 - PISTOLA DESSOLDADORA;PISTOLA DESSOLDADORA, POTÊNCIA 70 W, TEMPERATURA 380 A 480 °C, APLICAÇÃO INFORMÁTICA, CARACTERÍSTICAS ADICIONAIS BOMBA DE DUPLO DIAFRAGMA;14/11/2023;13/11/2024;160224 - PQ R MNT/5;5.00000;35.236.131/0001-57 - GGV COMERCIAL LTDA;345.51;5.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620535/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Pregão | 00011/2023;30;605658 - VARETA SOLDA;VARETA SOLDA, MATERIAL AÇO INOXIDÁVEL, DIÂMETRO 2,4 MM, APLICAÇÃO SOLDA, NORMAS TÉCNICAS ER 316L;14/11/2023;13/11/2024;160224 - PQ R MNT/5;10.00000;35.236.131/0001-57 - GGV COMERCIAL LTDA;156.72;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620536/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Quilograma
Pregão | 00011/2023;31;426447 - BRAÇADEIRA ELETRODUTO;BRAÇADEIRA ELETRODUTO, MATERIAL NYLON 6.6, COR PRETA, APLICAÇÃO AMARRAÇÃO E FIXAÇÃO CABOS ELÉTRICOS, CARACTERÍSTICAS ADICIONAIS AUTO-EXTINGUÍVEL, COMPRIMENTO 390 MM, LARGURA 7,6 MM, FIXAÇÃO AUTOTRAVANTE, REFERÊNCIA FABRICANTE HELLERMANN INSULOK T120R, CARGA RUPTURA 54 KGF;14/11/2023;13/11/2024;160224 - PQ R MNT/5;20.00000;49.834.027/0001-79 - AGREGA DISTRIBUIDORA LTDA;41.40;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620537/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Caixa 100,00 UN
Pregão | 00011/2023;32;611347 - SOLDA;SOLDA, TIPO SOLDA LEAD MBO, APLICAÇÃO SOLDAGEM, CARACTERÍSTICAS ADICIONAIS COMPOSIÇÃO: 96,5%SN/3%AG/0,5%CU- SAC305, ASPECTO FÍSICO PASTA, FORMATO SERINGA COM 50 GRAMAS;14/11/2023;13/11/2024;160224 - PQ R MNT/5;10.00000;49.834.027/0001-79 - AGREGA DISTRIBUIDORA LTDA;11.97;0.00000;https://contratos.sistema.gov.br/transparencia/compras/468233/itens/4620538/show;Pregão;00011;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e ferramentas para a manutenção de gerador elétrico das Viaturas Blindadas Especiais Posto de Comando (VBE PC M577 A2).;Unidade
Dispensa | 00045/2023;1;5606 - INSTALAÇÃO , MANUTENÇÃO ELÉTRICA - PREDIAL, INDUSTRIAL;Instalação / Manutenção Elétrica - Predial, Industrial;-;-;160224 - PQ R MNT/5;1.00000;10.993.916/0001-43 - VANDERLEI STOCKER JUNIOR LTDA;39997.00;0.00002;https://contratos.sistema.gov.br/transparencia/compras/465650/itens/4599804/show;Dispensa;00045;2023;160224;;
Pregão | 00008/2023;1;602035 - MANGUEIRA COMBUSTÍVEL;MANGUEIRA COMBUSTÍVEL, MATERIAL AÇO TRANÇADO E BORRACHA MOLDADA., TIPO COMBUSTÍVEL M577., DIÂMETRO INTERNO 0,375 POL. MM, DIÂMETRO EXTERNO 0,781 POL. MM, APLICAÇÃO MANUTENÇÃO VBE PC M577 A2, REFERÊNCIA PART NUMBER 10917885-1 (TM 9-2350-261-24P)., CARACTERÍSTICAS ADICIONAIS PRESSÃO DE TESTE HIDROSTÁTICO: 4500 PSI PRESSÃO D E;08/11/2023;08/11/2024;160224 - PQ R MNT/5;20.00000;77.711.893/0001-08 - COMLIDER INDUSTRIA E COMERCIO DE VEDACOES LTDA;562.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/463042/itens/4597751/show;Pregão;00008;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de mangueiras para manutenção em 3º Escalão de VBE PC M577 A2, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00008/2023;2;602540 - MANGUEIRA COMBUSTÍVEL;MANGUEIRA COMBUSTÍVEL, MATERIAL BORRACHA SINTETICA, TIPO COMBUSTÍVEL M577., DIÂMETRO INTERNO 3 POL, DIÂMETRO EXTERNO 3,50 POL, APLICAÇÃO MANUTENÇÃO VBE PC M577 A2, REFERÊNCIA PART NUMBER 10917885-1 (TM 9-2350-261-24P)., CARACTERÍSTICAS ADICIONAIS PRESSãO DE TRABALHO: 2000PSI, TEMPERATURA DE TRAB A;06/12/2023;05/12/2024;160224 - PQ R MNT/5;20.00000;18.746.144/0001-57 - NV IMPORT COMERCIO E SERVICOS LTDA;200.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/463042/itens/4657685/show;Pregão;00008;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de mangueiras para manutenção em 3º Escalão de VBE PC M577 A2, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00008/2023;3;602540 - MANGUEIRA COMBUSTÍVEL;MANGUEIRA COMBUSTÍVEL, MATERIAL BORRACHA SINTETICA, TIPO COMBUSTÍVEL M577., DIÂMETRO INTERNO 3 POL, DIÂMETRO EXTERNO 3,50 POL, APLICAÇÃO MANUTENÇÃO VBE PC M577 A2, REFERÊNCIA PART NUMBER 10917885-1 (TM 9-2350-261-24P)., CARACTERÍSTICAS ADICIONAIS PRESSãO DE TRABALHO: 2000PSI, TEMPERATURA DE TRAB A;06/12/2023;05/12/2024;160224 - PQ R MNT/5;20.00000;18.746.144/0001-57 - NV IMPORT COMERCIO E SERVICOS LTDA;140.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/463042/itens/4657686/show;Pregão;00008;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de mangueiras para manutenção em 3º Escalão de VBE PC M577 A2, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
